Timestamp,In ,Out
2020-11-19T12:10:15+00:00,4719032.3833,2906035.0333
2020-11-19T12:10:30+00:00,2516284.75,1975294.5
2020-11-19T12:10:45+00:00,2516284.75,1975294.5
2020-11-19T12:11:00+00:00,2350611.926,1583966.93
2020-11-19T12:11:15+00:00,1687920.63,18656.65
2020-11-19T12:11:30+00:00,1780822.546,18781.786
2020-11-19T12:11:45+00:00,2384685,19595.17
2020-11-19T12:12:00+00:00,2384685,19595.17
2020-11-19T12:12:15+00:00,1911160.828,18045.758
2020-11-19T12:12:30+00:00,17064.14,11848.11
2020-11-19T12:12:45+00:00,17064.14,11848.11
2020-11-19T12:13:00+00:00,17064.14,11848.11
2020-11-19T12:13:15+00:00,17064.14,11848.11
2020-11-19T12:13:30+00:00,558916.912,277627.614
2020-11-19T12:13:45+00:00,2726328,1340745.63
2020-11-19T12:14:00+00:00,2726328,1340745.63
2020-11-19T12:14:15+00:00,2363987.1213,1162795.4167
2020-11-19T12:14:30+00:00,8771.41,6119.03
2020-11-19T12:14:45+00:00,8771.41,6119.03
2020-11-19T12:15:00+00:00,7667.9113333,5558.9233333
2020-11-19T12:15:15+00:00,495.17,1918.23
