Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2020-11-19T12:10:15+00:00,34.893333333,0,3.14,1.2,0,60.766666667
2020-11-19T12:10:30+00:00,46.84,0,2.2733333333,3.4666666667,0,47.42
2020-11-19T12:10:45+00:00,43.2,0,2.1,0,0,54.7
2020-11-19T12:11:00+00:00,45.6,0,1.88,0,0,52.52
2020-11-19T12:11:15+00:00,59.04,0,1.04,0,0,39.92
2020-11-19T12:11:30+00:00,84,0,1.3,0,0,14.7
2020-11-19T12:11:45+00:00,84,0,1.3,0,0,14.7
2020-11-19T12:12:00+00:00,82.946666667,0,1.2333333333,0,0,15.833333333
2020-11-19T12:12:15+00:00,73.54,0,0.78,0,0,25.78
2020-11-19T12:12:30+00:00,62.4,0,0.72,0,0,36.96
2020-11-19T12:12:45+00:00,58.8,0,0.8,0,0,40.4
2020-11-19T12:13:00+00:00,53.46,0,0.72,0,0,45.82
2020-11-19T12:13:15+00:00,45.38,0,0.58,0,0,54.04
2020-11-19T12:13:30+00:00,93.94,0,1.24,0,0,4.82
2020-11-19T12:13:45+00:00,75.7,0,1,0,0,23.3
2020-11-19T12:14:00+00:00,66.006666667,0,0.89333333333,0,0,33.1
2020-11-19T12:14:15+00:00,2.6933333333,0,0.2,0,0,97.106666667
2020-11-19T12:14:30+00:00,0.7,0,0.2,0,0,99.1
2020-11-19T12:14:45+00:00,0.7,0,0.2,0,0,99.1
2020-11-19T12:15:00+00:00,0.7,0,0.2,0,0,99.1
2020-11-19T12:15:15+00:00,0.94,0,0.2,0,0,98.88
