Timestamp,1-min,CPUs ,Procs
2020-11-19T12:10:15+00:00,0.13,2,3
2020-11-19T12:10:30+00:00,0.13,2,3
2020-11-19T12:10:45+00:00,0.13,2,3
2020-11-19T12:11:00+00:00,0.13,2,2.6
2020-11-19T12:11:15+00:00,0.19933333333,2,1
2020-11-19T12:11:30+00:00,0.65,2,1
2020-11-19T12:11:45+00:00,0.65,2,1
2020-11-19T12:12:00+00:00,0.65,2,1
2020-11-19T12:12:15+00:00,0.65,2,0.8
2020-11-19T12:12:30+00:00,0.65,2,0
2020-11-19T12:12:45+00:00,0.838,2,0
2020-11-19T12:13:00+00:00,2.06,2,0
2020-11-19T12:13:15+00:00,2.06,2,0
2020-11-19T12:13:30+00:00,2.06,2,0
2020-11-19T12:13:45+00:00,2.06,2,0.8
2020-11-19T12:14:00+00:00,2.06,2,4
2020-11-19T12:14:15+00:00,2.0386666667,2,4
2020-11-19T12:14:30+00:00,1.9,2,4
2020-11-19T12:14:45+00:00,1.9,2,4
2020-11-19T12:15:00+00:00,1.9,2,3.4666666667
2020-11-19T12:15:15+00:00,1.9,2,0
