Timestamp,1-min,CPUs ,Procs
2020-11-20T10:51:15+00:00,1.53,2,0
2020-11-20T10:51:30+00:00,1.53,2,0
2020-11-20T10:51:45+00:00,1.53,2,0
2020-11-20T10:52:00+00:00,1.53,2,3.2
2020-11-20T10:52:15+00:00,2.1273333333,2,6
2020-11-20T10:52:30+00:00,2.65,2,6
2020-11-20T10:52:45+00:00,3.2846666667,2,6
2020-11-20T10:53:00+00:00,3.84,2,6
2020-11-20T10:53:15+00:00,3.84,2,6
2020-11-20T10:53:30+00:00,3.84,2,6
2020-11-20T10:53:45+00:00,3.84,2,6
2020-11-20T10:54:00+00:00,3.84,2,6
2020-11-20T10:54:15+00:00,4.078,2,6
2020-11-20T10:54:30+00:00,4.35,2,6
2020-11-20T10:54:45+00:00,4.35,2,2.8
2020-11-20T10:55:00+00:00,4.35,2,0
2020-11-20T10:55:15+00:00,4.35,2,0
