Timestamp,1-min,CPUs ,Procs
2020-11-20T10:51:15+00:00,3.11,2,0
2020-11-20T10:51:30+00:00,2.12,2,0
2020-11-20T10:51:45+00:00,1.46,2,0
2020-11-20T10:52:00+00:00,1.46,2,0
2020-11-20T10:52:15+00:00,2.116,2,2.6666666667
2020-11-20T10:52:30+00:00,2.69,2,5
2020-11-20T10:52:45+00:00,2.69,2,5
2020-11-20T10:53:00+00:00,2.69,2,5
2020-11-20T10:53:15+00:00,2.69,2,5
2020-11-20T10:53:30+00:00,2.69,2,4.5333333333
2020-11-20T10:53:45+00:00,3.572,2,4
2020-11-20T10:54:00+00:00,4.58,2,4
2020-11-20T10:54:15+00:00,4.58,2,4
2020-11-20T10:54:30+00:00,3.748,2,4
2020-11-20T10:54:45+00:00,3.02,2,4
2020-11-20T10:55:00+00:00,3.02,2,1.8666666667
2020-11-20T10:55:15+00:00,3.02,2,0
