Timestamp,In ,Out
2020-11-20T10:51:15+00:00,2985230.75,2965797.75
2020-11-20T10:51:30+00:00,3051754.55,3568443.75
2020-11-20T10:51:45+00:00,3096103.75,3970207.75
2020-11-20T10:52:00+00:00,3096103.75,3970207.75
2020-11-20T10:52:15+00:00,2653047.35,1865013.7767
2020-11-20T10:52:30+00:00,2265373,22969.05
2020-11-20T10:52:45+00:00,2329897.2667,31777.908667
2020-11-20T10:53:00+00:00,2386356,39485.66
2020-11-20T10:53:15+00:00,2386356,39485.66
2020-11-20T10:53:30+00:00,2046471.7607,44386.08
2020-11-20T10:53:45+00:00,1658032.63,49986.56
2020-11-20T10:54:00+00:00,1658032.63,49986.56
2020-11-20T10:54:15+00:00,1636709.23,46039.138667
2020-11-20T10:54:30+00:00,1612339.63,41527.8
2020-11-20T10:54:45+00:00,1612339.63,41527.8
2020-11-20T10:55:00+00:00,752884.57933,20509.432
2020-11-20T10:55:15+00:00,861.41,2118.36
