Timestamp,In ,Out
2020-11-20T12:30:15+00:00,6031903.5,97159.13
2020-11-20T12:30:30+00:00,3619533.54,60167.43
2020-11-20T12:30:45+00:00,978.6,4679.88
2020-11-20T12:31:00+00:00,978.6,4679.88
2020-11-20T12:31:15+00:00,712774.43067,54766.844667
2020-11-20T12:31:30+00:00,1526255.38,112009.09
2020-11-20T12:31:45+00:00,1526255.38,112009.09
2020-11-20T12:32:00+00:00,1710097.78,171912.51867
2020-11-20T12:32:15+00:00,1920203.38,240373.58
2020-11-20T12:32:30+00:00,1841354.68,231706.024
2020-11-20T12:32:45+00:00,1723081.63,218704.69
2020-11-20T12:33:00+00:00,1723081.63,218704.69
2020-11-20T12:33:15+00:00,919220.964,117594.618
