Timestamp,1-min,CPUs ,Procs
2020-11-20T12:30:15+00:00,0.02,2,0
2020-11-20T12:30:30+00:00,0.02,2,0.4
2020-11-20T12:30:45+00:00,0.02,2,1
2020-11-20T12:31:00+00:00,0.02,2,1
2020-11-20T12:31:15+00:00,0.972,2,1
2020-11-20T12:31:30+00:00,2.06,2,1
2020-11-20T12:31:45+00:00,2.06,2,1
2020-11-20T12:32:00+00:00,2.06,2,2.8666666667
2020-11-20T12:32:15+00:00,2.06,2,5
2020-11-20T12:32:30+00:00,2.06,2,5
2020-11-20T12:32:45+00:00,2.6246666667,2,5
2020-11-20T12:33:00+00:00,3.27,2,5
2020-11-20T12:33:15+00:00,3.27,2,2.6666666667
