Timestamp,In ,Out
2020-11-20T12:30:15+00:00,6046509,4954114
2020-11-20T12:30:30+00:00,6046509,4954114
2020-11-20T12:30:45+00:00,3225188.036,2644370.088
2020-11-20T12:31:00+00:00,821.22,4662.76
2020-11-20T12:31:15+00:00,856944.04467,17833.778
2020-11-20T12:31:30+00:00,1835370.13,32886.37
2020-11-20T12:31:45+00:00,1835370.13,32886.37
2020-11-20T12:32:00+00:00,1820692.6467,45861.028667
2020-11-20T12:32:15+00:00,1803918.38,60689.21
2020-11-20T12:32:30+00:00,1803918.38,60689.21
2020-11-20T12:32:45+00:00,1430807.2967,57721.648667
2020-11-20T12:33:00+00:00,1004394.63,54330.15
2020-11-20T12:33:15+00:00,536507.18667,30674.676667
