Timestamp,1-min,CPUs ,Procs
2020-11-20T12:30:15+00:00,0.39,2,0
2020-11-20T12:30:30+00:00,0.39,2,0
2020-11-20T12:30:45+00:00,0.39,2,0
2020-11-20T12:31:00+00:00,0.39,2,0
2020-11-20T12:31:15+00:00,1.2906666667,2,0
2020-11-20T12:31:30+00:00,2.32,2,0
2020-11-20T12:31:45+00:00,2.32,2,0
2020-11-20T12:32:00+00:00,2.32,2,2.3333333333
2020-11-20T12:32:15+00:00,2.32,2,5
2020-11-20T12:32:30+00:00,2.32,2,5
2020-11-20T12:32:45+00:00,2.6186666667,2,5
2020-11-20T12:33:00+00:00,2.96,2,5
2020-11-20T12:33:15+00:00,2.96,2,2.6666666667
