Timestamp,In ,Out
2020-11-20T06:03:15+00:00,2999.57,72573.06
2020-11-20T06:03:30+00:00,4279.89,162386.44667
2020-11-20T06:03:45+00:00,4920.05,207293.14
2020-11-20T06:04:00+00:00,2541.43,73684.526667
2020-11-20T06:04:15+00:00,1352.12,6880.22
2020-11-20T06:04:30+00:00,1352.12,6880.22
2020-11-20T06:04:45+00:00,1487.3133333,16910.513333
2020-11-20T06:05:00+00:00,1554.91,21925.66
2020-11-20T06:05:15+00:00,1554.91,21925.66
2020-11-20T06:05:30+00:00,1135.0433333,11309.133333
2020-11-20T06:05:45+00:00,925.11,6000.87
2020-11-20T06:06:00+00:00,925.11,6000.87
2020-11-20T06:06:15+00:00,10406.974,302977.774
2020-11-20T06:06:30+00:00,12777.44,377222
2020-11-20T06:06:45+00:00,11255.14,185792.83133
2020-11-20T06:07:00+00:00,11020.94,156342.19
2020-11-20T06:07:15+00:00,11020.94,156342.19
2020-11-20T06:07:30+00:00,7283.154,129630.934
2020-11-20T06:07:45+00:00,6708.11,125521.51
2020-11-20T06:08:00+00:00,6708.11,125521.51
2020-11-20T06:08:15+00:00,3673.9966667,108907.11133
2020-11-20T06:08:30+00:00,3207.21,106351.05
2020-11-20T06:08:45+00:00,5224.074,234658.61
2020-11-20T06:09:00+00:00,5728.29,266735.5
2020-11-20T06:09:15+00:00,5728.29,266735.5
2020-11-20T06:09:30+00:00,3963.9213333,149189.5
2020-11-20T06:09:45+00:00,3692.48,131105.5
2020-11-20T06:10:00+00:00,3692.48,131105.5
2020-11-20T06:10:15+00:00,2625.1886667,78084.948
2020-11-20T06:10:30+00:00,2460.99,69927.94
2020-11-20T06:10:45+00:00,5368.378,258442.80133
2020-11-20T06:11:00+00:00,6425.61,326993.66
2020-11-20T06:11:15+00:00,6425.61,326993.66
2020-11-20T06:11:30+00:00,12693.394,245375.62
2020-11-20T06:11:45+00:00,14260.34,224971.11
2020-11-20T06:12:00+00:00,14260.34,224971.11
2020-11-20T06:12:15+00:00,8868.964,108313.614
