Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2020-11-19T10:02:15+00:00,12.74,0,2.08,0.82,0.08,84.28
2020-11-19T10:02:30+00:00,58.1,0,4.8,4.1,0,33
2020-11-19T10:02:45+00:00,51.6,0,4.18,3.34,0,40.86
2020-11-19T10:03:00+00:00,27.64,0,1.6333333333,0.26,0,70.38
2020-11-19T10:03:15+00:00,35.513333333,0,1.0666666667,0,0,63.42
