Timestamp,In ,Out
2020-11-19T11:47:15+00:00,3223068.6847,1978354.0367
2020-11-19T11:47:30+00:00,6041123.5,3644332.5
2020-11-19T11:47:45+00:00,1344150.13,10435.56
2020-11-19T11:48:00+00:00,1344150.13,10435.56
2020-11-19T11:48:15+00:00,1344150.13,10435.56
2020-11-19T11:48:30+00:00,1944895.38,16904.49
2020-11-19T11:48:45+00:00,1944895.38,16904.49
2020-11-19T11:49:00+00:00,1944895.38,16904.49
2020-11-19T11:49:15+00:00,2134302,15945.92
2020-11-19T11:49:30+00:00,2134302,15945.92
2020-11-19T11:49:45+00:00,1362917.38,15797.58
2020-11-19T11:50:00+00:00,1362917.38,15797.58
2020-11-19T11:50:15+00:00,1362917.38,15797.58
