Timestamp,In ,Out
2020-11-19T11:47:15+00:00,3221241.0887,1351865.9273
2020-11-19T11:47:30+00:00,6039021,2530553.75
2020-11-19T11:47:45+00:00,1353084.5,13458.92
2020-11-19T11:48:00+00:00,1353084.5,13458.92
2020-11-19T11:48:15+00:00,1353084.5,13458.92
2020-11-19T11:48:30+00:00,31701.52,7621.02
2020-11-19T11:48:45+00:00,31701.52,7621.02
2020-11-19T11:49:00+00:00,31701.52,7621.02
2020-11-19T11:49:15+00:00,31262.41,36819.36
2020-11-19T11:49:30+00:00,31262.41,36819.36
2020-11-19T11:49:45+00:00,41497.98,8920.76
2020-11-19T11:50:00+00:00,41497.98,8920.76
2020-11-19T11:50:15+00:00,41497.98,8920.76
