Timestamp,In ,Out
2020-11-20T13:16:45+00:00,6030278,204090.59
2020-11-20T13:17:00+00:00,6030278,204090.59
2020-11-20T13:17:15+00:00,3560551.536,145991.71
2020-11-20T13:17:30+00:00,3560551.536,145991.71
2020-11-20T13:17:45+00:00,1399540.88,95155.19
2020-11-20T13:18:00+00:00,2876033.75,27501.61
2020-11-20T13:18:15+00:00,2876033.75,27501.61
2020-11-20T13:18:30+00:00,2876033.75,27501.61
2020-11-20T13:18:45+00:00,2030243.38,27418.75
2020-11-20T13:19:00+00:00,2030243.38,27418.75
2020-11-20T13:19:15+00:00,2054373.571,27404.22267
2020-11-20T13:19:30+00:00,2392196.25,27200.84
2020-11-20T13:19:45+00:00,2271030.583,26678.056
2020-11-20T13:20:00+00:00,1483453.75,23279.96
2020-11-20T13:20:15+00:00,1483453.75,23279.96
2020-11-20T13:20:30+00:00,1483730.717,23395.31333
2020-11-20T13:20:45+00:00,1487608.25,25010.26
2020-11-20T13:21:00+00:00,1487608.25,25010.26
2020-11-20T13:21:15+00:00,1489159.434,24817.42533
2020-11-20T13:21:30+00:00,1499242.13,23564
2020-11-20T13:21:45+00:00,1491780.646,23072.50533
2020-11-20T13:22:00+00:00,1443281,19877.79
2020-11-20T13:22:15+00:00,1443281,19877.79
