Timestamp,In ,Out
2020-11-19T12:34:15+00:00,729,1781.9
2020-11-19T12:34:30+00:00,3241020.2,7290567.02
2020-11-19T12:34:45+00:00,3241020.2,7290567.02
2020-11-19T12:35:00+00:00,6076275,13668254
2020-11-19T12:35:15+00:00,5671339.3427,12757360.711
2020-11-19T12:35:30+00:00,2240.14,4854.67
2020-11-19T12:35:45+00:00,2240.14,4854.67
2020-11-19T12:36:00+00:00,2240.14,4854.67
2020-11-19T12:36:15+00:00,2240.14,4854.67
2020-11-19T12:36:30+00:00,188526.09733,5656.4046667
2020-11-19T12:36:45+00:00,2796529.5,16880.69
2020-11-19T12:37:00+00:00,2796529.5,16880.69
2020-11-19T12:37:15+00:00,2796529.5,16880.69
2020-11-19T12:37:30+00:00,2754285.25,24578.87
2020-11-19T12:37:45+00:00,2754285.25,24578.87
2020-11-19T12:38:00+00:00,13745.95,10136
2020-11-19T12:38:15+00:00,13745.95,10136
2020-11-19T12:38:30+00:00,13745.95,10136
2020-11-19T12:38:45+00:00,13745.95,10136
2020-11-19T12:39:00+00:00,13745.95,10136
2020-11-19T12:39:15+00:00,13745.95,10136
