Timestamp,In ,Out
2020-11-19T12:34:15+00:00,506.19,1756.11
2020-11-19T12:34:30+00:00,3218006.3553,54996.952667
2020-11-19T12:34:45+00:00,3218006.3553,54996.952667
2020-11-19T12:35:00+00:00,6033319,101582.69
2020-11-19T12:35:15+00:00,5655264.742,95108.896
2020-11-19T12:35:30+00:00,362505.13,4475.78
2020-11-19T12:35:45+00:00,362505.13,4475.78
2020-11-19T12:36:00+00:00,639720.47933,6710.6173333
2020-11-19T12:36:15+00:00,2441620.25,21237.06
2020-11-19T12:36:30+00:00,2371144.3253,20709.945333
2020-11-19T12:36:45+00:00,1384481.38,13330.34
2020-11-19T12:37:00+00:00,1384481.38,13330.34
2020-11-19T12:37:15+00:00,1384481.38,13330.34
2020-11-19T12:37:30+00:00,45696.5,13197.22
2020-11-19T12:37:45+00:00,45696.5,13197.22
2020-11-19T12:38:00+00:00,45696.5,13197.22
2020-11-19T12:38:15+00:00,45696.5,13197.22
2020-11-19T12:38:30+00:00,45696.5,13197.22
2020-11-19T12:38:45+00:00,45696.5,13197.22
2020-11-19T12:39:00+00:00,45696.5,13197.22
2020-11-19T12:39:15+00:00,45696.5,13197.22
