Timestamp,1-min,CPUs ,Procs
2020-11-19T12:59:15+00:00,0,2,0
2020-11-19T12:59:30+00:00,0,2,0
2020-11-19T12:59:45+00:00,0.24,2,0
2020-11-19T13:00:00+00:00,0.24,2,0
2020-11-19T13:00:15+00:00,0.24,2,2
2020-11-19T13:00:30+00:00,0.24,2,2
2020-11-19T13:00:45+00:00,0.24,2,2
2020-11-19T13:01:00+00:00,0.24,2,2
2020-11-19T13:01:15+00:00,0.5,2,2
2020-11-19T13:01:30+00:00,0.5,2,2
2020-11-19T13:01:45+00:00,0.5,2,2
2020-11-19T13:02:00+00:00,0.5,2,2
2020-11-19T13:02:15+00:00,0.5,2,2
2020-11-19T13:02:30+00:00,0.44666666667,2,0.93333333333
2020-11-19T13:02:45+00:00,0.44666666667,2,0.93333333333
2020-11-19T13:03:00+00:00,0.4,2,0
2020-11-19T13:03:15+00:00,0.4,2,0
