Timestamp,In ,Out
2020-11-19T10:57:15+00:00,5227180.5867,39794.036667
2020-11-19T10:57:30+00:00,6031169,31820.17
2020-11-19T10:57:45+00:00,1633288.704,54695.194
2020-11-19T10:58:00+00:00,533818.63,60413.95
2020-11-19T10:58:15+00:00,533818.63,60413.95
