Timestamp,In ,Out
2020-11-20T10:13:15+00:00,56496.192,91811.378
2020-11-20T10:13:30+00:00,138255.42,225793.94
2020-11-20T10:13:45+00:00,138255.42,225793.94
2020-11-20T10:14:00+00:00,2269615.1133,197622.07
2020-11-20T10:14:15+00:00,6532334.5,141278.33
2020-11-20T10:14:30+00:00,5726374.9667,110228.13
2020-11-20T10:14:45+00:00,3509986.25,24840.08
2020-11-20T10:15:00+00:00,3509986.25,24840.08
2020-11-20T10:15:15+00:00,3287563.25,24434.966667
2020-11-20T10:15:30+00:00,2842717.25,23624.74
2020-11-20T10:15:45+00:00,2842717.25,23624.74
2020-11-20T10:16:00+00:00,1705924.178,15966.356
2020-11-20T10:16:15+00:00,734.57,4478.78
