Timestamp,In ,Out
2020-11-20T10:13:15+00:00,856.64,10990.62
2020-11-20T10:13:30+00:00,2019041.5933,2292914.58
2020-11-20T10:13:45+00:00,6055411.5,6856762.5
2020-11-20T10:14:00+00:00,4448536.3333,4577904.8867
2020-11-20T10:14:15+00:00,1234786,20189.66
2020-11-20T10:14:30+00:00,1234786,20189.66
2020-11-20T10:14:45+00:00,2283018.1667,54201.893333
2020-11-20T10:15:00+00:00,4379482.5,122226.36
2020-11-20T10:15:15+00:00,4379482.5,122226.36
2020-11-20T10:15:30+00:00,3395317.71,94500.77
2020-11-20T10:15:45+00:00,1426988.13,39049.59
2020-11-20T10:16:00+00:00,1426988.13,39049.59
2020-11-20T10:16:15+00:00,856456.658,25248.086
