Timestamp,In ,Out
2020-11-20T10:13:15+00:00,2422219.894,1038608.452
2020-11-20T10:13:30+00:00,6039098.5,2577635.5
2020-11-20T10:13:45+00:00,6039098.5,2577635.5
2020-11-20T10:14:00+00:00,4210266.71,1721139.9167
2020-11-20T10:14:15+00:00,552603.13,8148.75
2020-11-20T10:14:30+00:00,552603.13,8148.75
2020-11-20T10:14:45+00:00,1807009.5867,17544.723333
2020-11-20T10:15:00+00:00,4315822.5,36336.67
2020-11-20T10:15:15+00:00,3617972,31431.573333
2020-11-20T10:15:30+00:00,2222271,21621.38
2020-11-20T10:15:45+00:00,2222271,21621.38
2020-11-20T10:16:00+00:00,1333597.208,14865.832
2020-11-20T10:16:15+00:00,586.52,4732.51
