Timestamp,1-min,CPUs ,Procs
2020-11-20T10:13:15+00:00,1.858,2,0.8
2020-11-20T10:13:30+00:00,0.73,2,2
2020-11-20T10:13:45+00:00,0.73,2,2
2020-11-20T10:14:00+00:00,0.73,2,2
2020-11-20T10:14:15+00:00,0.73,2,2
2020-11-20T10:14:30+00:00,0.73,2,2
2020-11-20T10:14:45+00:00,0.81,2,1.6666666667
2020-11-20T10:15:00+00:00,0.97,2,1
2020-11-20T10:15:15+00:00,0.97,2,1
2020-11-20T10:15:30+00:00,0.97,2,1
2020-11-20T10:15:45+00:00,0.97,2,1
2020-11-20T10:16:00+00:00,0.97,2,0.6
2020-11-20T10:16:15+00:00,0.698,2,0
