Timestamp,In ,Out
2020-11-20T05:24:15+00:00,532.34,354.65
2020-11-20T05:24:30+00:00,532.34,354.65
2020-11-20T05:24:45+00:00,532.34,354.65
2020-11-20T05:25:00+00:00,532.34,354.65
2020-11-20T05:25:15+00:00,532.34,354.65
2020-11-20T05:25:30+00:00,1583.51,6288.122
2020-11-20T05:25:45+00:00,2284.29,10243.77
2020-11-20T05:26:00+00:00,4590.894,116053.662
2020-11-20T05:26:15+00:00,6128.63,186593.59
2020-11-20T05:26:30+00:00,6128.63,186593.59
2020-11-20T05:26:45+00:00,5121.558,128851.07267
2020-11-20T05:27:00+00:00,4240.37,78326.37
2020-11-20T05:27:15+00:00,7268.8233333,86421.964667
2020-11-20T05:27:30+00:00,9918.72,93505.61
2020-11-20T05:27:45+00:00,9918.72,93505.61
2020-11-20T05:28:00+00:00,8996.058,106254.956
2020-11-20T05:28:15+00:00,8380.95,114754.52
2020-11-20T05:28:30+00:00,8380.95,114754.52
2020-11-20T05:28:45+00:00,6165.342,158588.36
2020-11-20T05:29:00+00:00,4688.27,187810.92
2020-11-20T05:29:15+00:00,4688.27,187810.92
2020-11-20T05:29:30+00:00,2473.31,82598.07
2020-11-20T05:29:45+00:00,996.67,12456.17
2020-11-20T05:30:00+00:00,1822.972,49427.348
2020-11-20T05:30:15+00:00,2373.84,74074.8
2020-11-20T05:30:30+00:00,2373.84,74074.8
2020-11-20T05:30:45+00:00,2956.592,106212.72533
2020-11-20T05:31:00+00:00,3466.5,134333.41
2020-11-20T05:31:15+00:00,3466.5,134333.41
2020-11-20T05:31:30+00:00,2941.396,75130.812667
2020-11-20T05:31:45+00:00,2481.93,23328.54
2020-11-20T05:32:00+00:00,7105.116,128137.716
2020-11-20T05:32:15+00:00,10187.24,198010.5
2020-11-20T05:32:30+00:00,10187.24,198010.5
2020-11-20T05:32:45+00:00,13661.006667,314501.39333
2020-11-20T05:33:00+00:00,15397.89,372746.84
2020-11-20T05:33:15+00:00,15397.89,372746.84
