Timestamp,User\g,Nice\g,System\g,Wait\g,Steal\g,Idle\g
2020-11-19T05:56:15+00:00,22.5,0,4.2,0,0,73.3
2020-11-19T05:56:30+00:00,22.26,0,3.76,0,0,73.993333333
2020-11-19T05:56:45+00:00,23.62,0,1.14,1.88,0,73.446666667
2020-11-19T05:57:00+00:00,47.54,0,2.42,11.28,0,38.76
2020-11-19T05:57:15+00:00,67.3,0,1.3,0,0,31.4
2020-11-19T05:57:30+00:00,67.06,0,1.3666666667,0,0,31.573333333
2020-11-19T05:57:45+00:00,65.5,0,1.8,0,0,32.7
2020-11-19T05:58:00+00:00,65.186666667,0,1.78,0,0,33.033333333
2020-11-19T05:58:15+00:00,61.1,0,1.4866666667,0,0,37.413333333
2020-11-19T05:58:30+00:00,65.3,0,1.3,0,0,33.4
2020-11-19T05:58:45+00:00,65.3,0,1.3,0,0,33.4
2020-11-19T05:59:00+00:00,23.56,0,0.66,0,0,75.773333333
2020-11-19T05:59:15+00:00,0.6,0,0.1,0,0,99.2
