Timestamp,1-min,CPUs ,Procs
2020-11-19T05:56:15+00:00,0.08,2,0
2020-11-19T05:56:30+00:00,0.47,2,0
2020-11-19T05:56:45+00:00,0.47,2,0.53333333333
2020-11-19T05:57:00+00:00,0.47,2,4
2020-11-19T05:57:15+00:00,0.47,2,4
2020-11-19T05:57:30+00:00,0.566,2,4
2020-11-19T05:57:45+00:00,1.19,2,4
2020-11-19T05:58:00+00:00,1.19,2,3.8
2020-11-19T05:58:15+00:00,1.19,2,1
2020-11-19T05:58:30+00:00,1.19,2,1
2020-11-19T05:58:45+00:00,1.19,2,1
2020-11-19T05:59:00+00:00,1.1786666667,2,1
2020-11-19T05:59:15+00:00,1.02,2,0.46666666667
