Timestamp,Use\g,Share\g,Cache\g,Buffer\g,Free\g,Swap\g,Total\g
2020-11-19T05:56:15+00:00,1930067968,0,2381799424,74448896,3978596352,0,8364912640
2020-11-19T05:56:30+00:00,1930067968,0,2381799424,74448896,3978596352,0,8364912640
2020-11-19T05:56:45+00:00,1990288998.4,0,2385819511.5,74448896,3914355234.1,0,8364912640
2020-11-19T05:57:00+00:00,2381725696,0,2411950080,74448896,3496787968,0,8364912640
2020-11-19T05:57:15+00:00,2416204185.6,0,2412250453.3,74448896,3462009105.1,0,8364912640
2020-11-19T05:57:30+00:00,2640314368,0,2414202880,74448896,3235946496,0,8364912640
2020-11-19T05:57:45+00:00,2640314368,0,2414202880,74448896,3235946496,0,8364912640
2020-11-19T05:58:00+00:00,2640528998.4,0,2414239470.9,74448896,3235695274.7,0,8364912640
2020-11-19T05:58:15+00:00,2643533824,0,2414751744,74448896,3232178176,0,8364912640
2020-11-19T05:58:30+00:00,2652746001.1,0,2415118745.6,74448896,3222598997.3,0,8364912640
2020-11-19T05:58:45+00:00,2652746001.1,0,2415118745.6,74448896,3222598997.3,0,8364912640
2020-11-19T05:59:00+00:00,2660806656,0,2415439872,74448896,3214217216,0,8364912640
2020-11-19T05:59:15+00:00,2671956514.1,0,2415444241.1,74448896,3203062988.8,0,8364912640
