Timestamp,In ,Out
2020-11-19T05:56:15+00:00,6032744,1269881
2020-11-19T05:56:30+00:00,6032744,1269881
2020-11-19T05:56:45+00:00,5239847.3453,1733426
2020-11-19T05:57:00+00:00,86019.09,4746468.5
2020-11-19T05:57:15+00:00,747554.94467,4117170.3427
2020-11-19T05:57:30+00:00,5047538,26732.32
2020-11-19T05:57:45+00:00,5047538,26732.32
2020-11-19T05:58:00+00:00,5012166.0333,28113.314
2020-11-19T05:58:15+00:00,4516958.5,47447.23
2020-11-19T05:58:30+00:00,4289299.1667,53002.702
2020-11-19T05:58:45+00:00,4289299.1667,53002.702
2020-11-19T05:59:00+00:00,4090097.25,57863.74
2020-11-19T05:59:15+00:00,1909177.8153,28338.54
