Timestamp,1-min,CPUs ,Procs
2020-11-20T05:38:15+00:00,1.3753333333,2,0
2020-11-20T05:38:30+00:00,1.29,2,0
2020-11-20T05:38:45+00:00,2.642,2,0
2020-11-20T05:39:00+00:00,3.8673333333,2,0
2020-11-20T05:39:15+00:00,4.19,2,0
2020-11-20T05:39:30+00:00,4.19,2,5.8666666667
2020-11-20T05:39:45+00:00,4.19,2,8
2020-11-20T05:40:00+00:00,4.19,2,8
2020-11-20T05:40:15+00:00,4.19,2,8
2020-11-20T05:40:30+00:00,5.9133333333,2,8
2020-11-20T05:40:45+00:00,6.54,2,6.6666666667
2020-11-20T05:41:00+00:00,6.54,2,6
2020-11-20T05:41:15+00:00,6.54,2,6
2020-11-20T05:41:30+00:00,6.54,2,6
2020-11-20T05:41:45+00:00,6.54,2,6
2020-11-20T05:42:00+00:00,6.508,2,6.8
2020-11-20T05:42:15+00:00,6.5,2,7
2020-11-20T05:42:30+00:00,6.5,2,7
2020-11-20T05:42:45+00:00,6.5,2,7
2020-11-20T05:43:00+00:00,6.5,2,7
2020-11-20T05:43:15+00:00,6.5,2,7
2020-11-20T05:43:30+00:00,5.844,2,5.4
2020-11-20T05:43:45+00:00,5.68,2,5
2020-11-20T05:44:00+00:00,5.68,2,5
2020-11-20T05:44:15+00:00,5.68,2,5
2020-11-20T05:44:30+00:00,5.68,2,5
2020-11-20T05:44:45+00:00,5.68,2,5.7333333333
2020-11-20T05:45:00+00:00,5.8853333333,2,6
2020-11-20T05:45:15+00:00,5.96,2,6
2020-11-20T05:45:30+00:00,5.96,2,6
2020-11-20T05:45:45+00:00,5.96,2,6
2020-11-20T05:46:00+00:00,5.96,2,4.5333333333
2020-11-20T05:46:15+00:00,5.96,2,4
2020-11-20T05:46:30+00:00,4.9626666667,2,4
2020-11-20T05:46:45+00:00,4.6,2,4
2020-11-20T05:47:00+00:00,4.6,2,4
2020-11-20T05:47:15+00:00,4.6,2,4
